,month,year,brandid,pwid,brandname,productname,name,weight
352,9,2020,14,304,As Per IS2062,Flat,100*12,1071.6000000000001
353,9,2020,14,312,As Per IS2062,Flat,125*10,58.8
354,9,2020,14,290,As Per IS2062,Flat,65*16,97.9
355,9,2020,14,280,As Per IS2062,Flat,50*10,23.4
356,9,2020,14,289,As Per IS2062,Flat,65*12,36.7
357,9,2020,3,337,Mahavir Steel,Flat,250*20,143.6
358,9,2020,14,329,As Per IS2062,Flat,200*10,1318.8
359,9,2020,11,495,AM/NS (Essar),SHEET ,3mm*1250*3660,660.0
360,9,2020,17,101,TATA Pipes,Round_Pipes (Mtr),100_B CLASS_4.5mm,146.4
361,9,2020,14,319,As Per IS2062,Flat,150*8,507.59999999999997
362,9,2020,11,450,AM/NS (Essar),Plate,16mm*1250*6300,995.0
363,9,2020,11,573,AM/NS (Essar),Plate,12mm CTL,170.0
364,9,2020,14,302,As Per IS2062,Flat,100*8,75.6
365,9,2020,11,479,AM/NS (Essar),Plate,4mm*2000*3050,390.0
366,9,2020,15,384,Rolling,Round_Bar,10mm,18.6
367,9,2020,11,430,AM/NS (Essar),Plate,6mm*1500*6300,6300.0
368,9,2020,17,120,TATA Pipes,Round_Pipes (Mtr),350_6.0mm,147.5
369,9,2020,14,310,As Per IS2062,Flat,125*6,637.2
370,9,2020,3,340,Mahavir Steel,Flat,300*8,226.1
371,9,2020,14,335,As Per IS2062,Flat,250*10,353.2
372,9,2020,14,297,As Per IS2062,Flat,75*16,846.0
373,9,2020,14,375,As Per IS2062,Square_Bar,25*25,589.2
374,9,2020,14,376,As Per IS2062,Square_Bar,32*32,48.2
375,9,2020,3,374,Mahavir Steel,Square_Bar,20*20,113.0
376,9,2020,14,377,As Per IS2062,Square_Bar,40*40,75.4
377,9,2020,14,378,As Per IS2062,Square_Bar,50*50,117.7
378,9,2020,9,71,Apollo,Square_Pipe,145*82*4.8_YST210,382.1
379,9,2020,5,409,G.D.MALHOTRA,Beam,125*70 L,450.0
380,9,2020,5,411,G.D.MALHOTRA,Beam,150*75 L,648.0
381,9,2020,3,223,Mahavir Steel,Channel,70*35,75.6
382,9,2020,1,158,TATA Structura,Square_Pipe,40*40*2.2_YST210,957.6
383,9,2020,1,346,TATA Structura,Square_Pipe,50*50*2.2_YST210,999.0
384,9,2020,1,88,TATA Structura,Round_Pipes,40_A CLASS_2.9mm,581.4
385,9,2020,1,94,TATA Structura,Round_Pipes,65_A CLASS_2.9mm,650.9
386,9,2020,1,91,TATA Structura,Round_Pipes,50_A CLASS_2.9mm,146.9
387,9,2020,1,97,TATA Structura,Round_Pipes,80_A CLASS_3.2mm,241.9
388,9,2020,1,100,TATA Structura,Round_Pipes,100_A CLASS_3.2mm,58.0
389,9,2020,1,68,TATA Structura,Square_Pipe,122*61*3.6_YST210,5318.5
390,9,2020,17,105,TATA Pipes,Round_Pipes (Mtr),150_B CLASS_4.8mm,453.6
391,9,2020,13,621,JSW Colouron+,PPGL,0.47 CC AZ 150 GSM,4.1
392,10,2020,11,451,AM/NS (Essar),Plate,16mm*1500*6300,2400.0
393,10,2020,11,468,AM/NS (Essar),Plate,8mm*1250*6300,1250.0
394,10,2020,11,573,AM/NS (Essar),Plate,12mm CTL,350.0
395,10,2020,1,360,TATA Structura,Square_Pipe,72*72*2.9_YST210,72.0
396,10,2020,7,388,VIZAG / SAIL,Round_Bar,25mm,346.5
397,10,2020,7,231,VIZAG / SAIL,Channel,125*65 STD,2916.0
398,10,2020,14,328,As Per IS2062,Flat,200*8,226.79999999999998
399,10,2020,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,3800.0
400,10,2020,5,229,G.D.MALHOTRA,Channel,100*50 MED,1774.8
401,10,2020,1,156,TATA Structura,Square_Pipe,40*40*1.6_YST210,4589.7
402,10,2020,15,260,Rolling,Flat,32*5,558.8
403,10,2020,1,130,TATA Structura,Square_Pipe,100*100*2.5_YST210,2858.7000000000003
404,10,2020,17,83,TATA Pipes,Round_Pipes (Mtr),25_B CLASS_3.2mm,723.0
405,10,2020,1,343,TATA Structura,Square_Pipe,50*50*1.6_YST210,675.0
406,10,2020,17,89,TATA Pipes,Round_Pipes (Mtr),40_B CLASS_3.2mm,1020.4
407,10,2020,11,503,AM/NS (Essar),SHEET ,1.6mm*1250*1800,29.0
408,10,2020,1,122,TATA Structura,Round_Pipes,40_1.6mm,11.0
409,10,2020,1,68,TATA Structura,Square_Pipe,122*61*3.6_YST210,406.1
410,10,2020,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,5654.3
411,10,2020,14,301,As Per IS2062,Flat,100*6,902.4
412,10,2020,13,621,JSW Colouron+,PPGL,0.47 CC AZ 150 GSM,1599.2
413,10,2020,11,440,AM/NS (Essar),Plate,10mm*1250*6300,2480.0
414,10,2020,3,281,Mahavir Steel,Flat,50*12,225.6
415,10,2020,11,505,AM/NS (Essar),SHEET ,1.6mm*910*2500,580.0
416,10,2020,8,240,Rajuri TMT,TMT,08 MM,250.0
417,10,2020,8,241,Rajuri TMT,TMT,10 MM,250.0
418,10,2020,8,243,Rajuri TMT,TMT,16 MM,400.0
419,10,2020,24,622,Jindal Steel (JSPL),Beam,203*133 STD,7800.0
420,10,2020,7,410,VIZAG / SAIL,Beam,150*75 STD,2700.0
421,10,2020,3,319,Mahavir Steel,Flat,150*8,169.2
422,10,2020,3,287,Mahavir Steel,Flat,65*8,24.5
423,10,2020,3,277,Mahavir Steel,Flat,50*5,12.0
424,10,2020,3,188,Mahavir Steel,Angle,50*50*6mm,54.0
425,10,2020,7,228,VIZAG / SAIL,Channel,100*50 STD,1499.9
426,10,2020,11,574,AM/NS (Essar),Plate,16MM*2500*12000,475.0
427,10,2020,11,437,AM/NS (Essar),Plate,10mm*1500*6300,2600.0
428,10,2020,3,333,Mahavir Steel,Flat,250*6,70.6
429,10,2020,3,595,Mahavir Steel,Flat,250*12,423.0
430,10,2020,9,623,Apollo,Square_Pipe,Pipe,901.7
431,10,2020,1,141,TATA Structura,Square_Pipe,122*61*2.9_YST210,4998.0
432,10,2020,1,135,TATA Structura,Square_Pipe,96*48*2.0_YST210,7800.8
433,10,2020,14,311,As Per IS2062,Flat,125*8,936.0
434,10,2020,15,372,Rolling,Square_Bar,12*12,2691.3
435,10,2020,15,254,Rolling,Flat,25*5,1108.0
436,10,2020,5,226,G.D.MALHOTRA,Channel,75*40 -1.7,3249.0
437,10,2020,5,268,G.D.MALHOTRA,Flat,40*6,68.4
438,10,2020,15,255,Rolling,Flat,25*6,43.2
439,10,2020,14,278,As Per IS2062,Flat,50*6,14.4
440,10,2020,3,256,Mahavir Steel,Flat,25*8,105.6
441,10,2020,15,387,Rolling,Round_Bar,20mm,2133.4
442,10,2020,14,329,As Per IS2062,Flat,200*10,942.0
443,10,2020,11,510,AM/NS (Essar),SHEET ,2mm*910*2500,288.0
444,10,2020,5,409,G.D.MALHOTRA,Beam,125*70 L,270.0
445,10,2020,11,523,AM/NS (Essar),Cheq.Plate,6mm*1250*5000 (Chq.),930.0
446,10,2020,1,136,TATA Structura,Square_Pipe,96*48*2.5_YST210,3657.9
447,10,2020,1,59,TATA Structura,Square_Pipe,66*33*2.9_YST210,1221.0
448,10,2020,1,64,TATA Structura,Square_Pipe,80*40*3.2_YST210,1815.0
449,10,2020,1,24,TATA Structura,Square_Pipe,32*32*2.0_YST210,864.0
450,10,2020,11,522,AM/NS (Essar),Cheq.Plate,5mm*1250*5000 (Chq.),1040.0
451,10,2020,17,558,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,3007.2
452,10,2020,17,95,TATA Pipes,Round_Pipes (Mtr),65_B CLASS_3.6mm,3043.1
453,10,2020,1,58,TATA Structura,Square_Pipe,66*33*2.6_YST210,1904.0
454,10,2020,1,36,TATA Structura,Square_Pipe,50*50*2.9_YST210,464.0
455,10,2020,1,354,TATA Structura,Square_Pipe,60*40*2.0_YST210,3060.0
456,10,2020,1,27,TATA Structura,Square_Pipe,40*40*2.0_YST210,1575.5
457,10,2020,1,20,TATA Structura,Square_Pipe,25*25*1.6_YST210,1322.4
458,10,2020,15,253,Rolling,Flat,25*3,769.0
459,10,2020,5,179,G.D.MALHOTRA,Angle,40*40*5mm,1656.0
460,10,2020,9,354,Apollo,Square_Pipe,60*40*2.0_YST210,540.0
461,10,2020,9,27,Apollo,Square_Pipe,40*40*2.0_YST210,523.2
462,10,2020,9,156,Apollo,Square_Pipe,40*40*1.6_YST210,439.2
463,10,2020,9,343,Apollo,Square_Pipe,50*50*1.6_YST210,300.0
464,10,2020,9,345,Apollo,Square_Pipe,50*50*2.0_YST210,540.0
465,10,2020,14,319,As Per IS2062,Flat,150*8,3800.0
466,10,2020,14,320,As Per IS2062,Flat,150*10,1130.0
467,10,2020,11,430,AM/NS (Essar),Plate,6mm*1500*6300,6300.0
468,10,2020,11,572,AM/NS (Essar),Plate,10mm CTL,370.0
469,10,2020,11,500,AM/NS (Essar),SHEET ,3mm*1500*6300,3740.0
470,10,2020,7,407,VIZAG / SAIL,Beam,125*70 STD,312.0
471,10,2020,1,50,TATA Structura,Square_Pipe,50*25*2.0_YST210,129.0
472,10,2020,1,345,TATA Structura,Square_Pipe,50*50*2.0_YST210,972.0
473,10,2020,1,21,TATA Structura,Square_Pipe,25*25*2.0_YST210,36.0
474,10,2020,11,432,AM/NS (Essar),Plate,4mm*1250*2500,3500.0
475,10,2020,3,198,Mahavir Steel,Angle,75*75*6mm,1224.0
476,10,2020,11,486,AM/NS (Essar),CRC Sheet,1mm*1250*2500,500.0
477,10,2020,11,504,AM/NS (Essar),SHEET ,1.6mm*1250*2500,800.0
478,10,2020,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,3675.0
479,10,2020,15,371,Rolling,Square_Bar,10*10,1620.0
480,10,2020,3,378,Mahavir Steel,Square_Bar,50*50,220.7
481,10,2020,15,251,Rolling,Flat,20*5,1085.6
482,10,2020,14,280,As Per IS2062,Flat,50*10,936.0
483,10,2020,14,295,As Per IS2062,Flat,75*10,1354.0
484,10,2020,14,303,As Per IS2062,Flat,100*10,468.0
485,10,2020,14,282,As Per IS2062,Flat,50*16,1000.0
486,10,2020,14,288,As Per IS2062,Flat,65*10,1000.0
487,10,2020,14,299,As Per IS2062,Flat,75*25,1000.0
488,10,2020,15,267,Rolling,Flat,40*5,400.0
489,10,2020,7,200,VIZAG / SAIL,Angle,75*75*10mm,1400.0
490,10,2020,14,305,As Per IS2062,Flat,100*16,1000.0
491,10,2020,14,312,As Per IS2062,Flat,125*10,2500.0
492,10,2020,3,274,Mahavir Steel,Flat,40*25,3500.0
493,10,2020,14,291,As Per IS2062,Flat,65*25,500.0
494,10,2020,11,436,AM/NS (Essar),Plate,8mm*1500*6300,1800.0
495,10,2020,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,780.0
496,10,2020,5,188,G.D.MALHOTRA,Angle,50*50*6mm,3645.0
497,10,2020,21,587,MSL Seamless,Seamless Pipe,100_Sch40_6.02mm,16.1
498,10,2020,1,624,TATA Structura,Square_Pipe,132*132*4.8_YST210,108.0
499,10,2020,1,67,TATA Structura,Square_Pipe,96*48*4.0_YST210,51.5
500,10,2020,3,314,Mahavir Steel,Flat,125*16,94.5
501,10,2020,11,568,AM/NS (Essar),Plate,6mm CTL,2625.0
502,10,2020,11,443,AM/NS (Essar),Plate,12mm*1250*2500,1200.0
503,10,2020,11,435,AM/NS (Essar),Plate,5mm*1500*6300,3750.0
504,10,2020,11,575,AM/NS (Essar),Plate,20mm CTL,0.0
505,10,2020,5,228,G.D.MALHOTRA,Channel,100*50 STD,588.0
506,10,2020,5,175,G.D.MALHOTRA,Angle,35*35*5mm,280.8
507,10,2020,11,467,AM/NS (Essar),Plate,8mm*1250*2500,400.0
508,10,2020,1,160,TATA Structura,Square_Pipe,80*40*4.0_YST210,1575.0
509,10,2020,1,63,TATA Structura,Square_Pipe,80*40*2.9_YST210,1548.0
510,10,2020,3,270,Mahavir Steel,Flat,40*10,372.0
511,10,2020,3,293,Mahavir Steel,Flat,75*6,42.0
512,10,2020,7,232,VIZAG / SAIL,Channel,150*75 STD,1778.8
513,10,2020,5,194,G.D.MALHOTRA,Angle,65*65*6mm,626.4
514,10,2020,5,180,G.D.MALHOTRA,Angle,40*40*6mm,294.0
515,10,2020,3,307,Mahavir Steel,Flat,100*25,235.2
516,10,2020,3,296,Mahavir Steel,Flat,75*12,85.2
517,10,2020,11,474,AM/NS (Essar),Plate,4mm*1000*3660,480.0
518,10,2020,17,81,TATA Pipes,Round_Pipes (Mtr),20_C CLASS_3.2mm,67.3
519,10,2020,17,96,TATA Pipes,Round_Pipes (Mtr),65_C CLASS_4.5mm,285.5
520,10,2020,17,99,TATA Pipes,Round_Pipes (Mtr),80_C CLASS_4.8mm,356.4
521,10,2020,17,93,TATA Pipes,Round_Pipes (Mtr),50_C CLASS_4.5mm,1557.1
522,10,2020,17,84,TATA Pipes,Round_Pipes (Mtr),25_C CLASS_4.0mm,263.7
523,10,2020,17,106,TATA Pipes,Round_Pipes (Mtr),150_C CLASS_5.4mm,1533.6
524,10,2020,17,101,TATA Pipes,Round_Pipes (Mtr),100_B CLASS_4.5mm,512.4
525,10,2020,11,439,AM/NS (Essar),Plate,10mm*1250*2500,1000.0
526,10,2020,14,625,As Per IS2062,Flat,65*20,1531.5
527,10,2020,14,273,As Per IS2062,Flat,40*20,1285.2
528,10,2020,7,234,VIZAG / SAIL,Channel,200*75 STD,1242.0
529,10,2020,5,187,G.D.MALHOTRA,Angle,50*50*5mm,387.6
530,10,2020,3,177,Mahavir Steel,Angle,37*37*3mm,43.2
531,10,2020,3,301,Mahavir Steel,Flat,100*6,56.4
532,10,2020,5,260,G.D.MALHOTRA,Flat,32*5,54.6
533,10,2020,3,318,Mahavir Steel,Flat,150*6,42.6
534,10,2020,3,327,Mahavir Steel,Flat,200*6,56.4
535,10,2020,15,385,Rolling,Round_Bar,12mm,170.9
536,10,2020,15,384,Rolling,Round_Bar,10mm,74.4
537,10,2020,7,389,VIZAG / SAIL,Round_Bar,32mm,151.5
538,10,2020,3,269,Mahavir Steel,Flat,40*8,30.0
539,10,2020,5,280,G.D.MALHOTRA,Flat,50*10,93.6
540,10,2020,11,571,AM/NS (Essar),Plate,8mm CTL,205.0
541,10,2020,11,479,AM/NS (Essar),Plate,4mm*2000*3050,780.0
542,10,2020,11,459,AM/NS (Essar),Plate,5mm*2000*3050,735.0
543,10,2020,11,498,AM/NS (Essar),SHEET ,3mm*1500*2500,1080.0
544,10,2020,17,78,TATA Pipes,Round_Pipes (Mtr),15_C CLASS_3.2mm,34.6
545,10,2020,11,626,AM/NS (Essar),SHEET ,3.5mm*1250*3660,520.0
546,10,2020,1,127,TATA Structura,Round_Pipes,80_2.0mm,259.8
547,10,2020,1,125,TATA Structura,Round_Pipes,50_2mm,34.0
548,10,2020,9,620,Apollo,Round_Pipes,25_B Class_3.2mm,28.9
549,10,2020,9,619,Apollo,Round_Pipes,20_C Class_3.2mm,511.2
550,10,2020,1,124,TATA Structura,Round_Pipes,50_1.6mm,90.0
551,10,2020,1,126,TATA Structura,Round_Pipes,65_2.0mm,22.0
552,10,2020,5,169,G.D.MALHOTRA,Angle,25*25*5mm,10.8
553,10,2020,3,229,Mahavir Steel,Channel,100*50 MED,208.8
554,10,2020,3,225,Mahavir Steel,Channel,75*40 -1.9,156.0
555,10,2020,3,226,Mahavir Steel,Channel,75*40 -1.7,342.0
556,10,2020,5,193,G.D.MALHOTRA,Angle,65*65*5mm,735.0
557,10,2020,14,310,As Per IS2062,Flat,125*6,424.8
558,10,2020,14,289,As Per IS2062,Flat,65*12,36.7
559,10,2020,1,100,TATA Structura,Round_Pipes,100_A CLASS_3.2mm,58.0
560,10,2020,1,108,TATA Structura,Round_Pipes,100_2.6mm,43.0
561,10,2020,1,128,TATA Structura,Round_Pipes,80_2.9mm,36.0
562,10,2020,1,134,TATA Structura,Square_Pipe,96*48*1.6_YST210,2520.0
563,10,2020,5,223,G.D.MALHOTRA,Channel,70*35,75.6
564,10,2020,17,86,TATA Pipes,Round_Pipes (Mtr),32_B CLASS_3.2mm,500.0
565,10,2020,17,87,TATA Pipes,Round_Pipes (Mtr),32_C CLASS_4.0mm,322.7
566,10,2020,1,91,TATA Structura,Round_Pipes,50_A CLASS_2.9mm,500.0
567,10,2020,17,92,TATA Pipes,Round_Pipes (Mtr),50_B CLASS_3.6mm,500.0
568,10,2020,17,90,TATA Pipes,Round_Pipes (Mtr),40_C CLASS_4.0mm,500.0
569,10,2020,14,340,As Per IS2062,Flat,300*8,226.1
570,10,2020,14,302,As Per IS2062,Flat,100*8,453.6
571,10,2020,14,327,As Per IS2062,Flat,200*6,375.6
572,10,2020,3,373,Mahavir Steel,Square_Bar,16*16,24.1
573,10,2020,3,262,Mahavir Steel,Flat,32*8,120.0
574,10,2020,3,267,Mahavir Steel,Flat,40*5,57.6
575,10,2020,7,391,VIZAG / SAIL,Round_Bar,40mm,59.2
576,10,2020,3,374,Mahavir Steel,Square_Bar,20*20,94.2
577,10,2020,11,455,AM/NS (Essar),Plate,5mm*1250*6300,315.0
578,10,2020,1,33,TATA Structura,Square_Pipe,40*40*3.2_YST210,41.9
579,10,2020,1,137,TATA Structura,Square_Pipe,96*48*2.9_YST210,759.6
580,10,2020,1,131,TATA Structura,Square_Pipe,100*100*3.0_YST210,1428.0
581,10,2020,1,35,TATA Structura,Square_Pipe,50*50*2.6_YST210,974.2
582,10,2020,1,356,TATA Structura,Square_Pipe,60*60*2.0_YST210,630.0
583,10,2020,1,358,TATA Structura,Square_Pipe,72*72*2.0_YST210,779.4
584,10,2020,1,164,TATA Structura,Square_Pipe,80*40*2.0_YST210,2196.0
585,10,2020,14,307,As Per IS2062,Flat,100*25,800.0
586,10,2020,9,100,Apollo,Round_Pipes,100_A CLASS_3.2mm,579.6
587,10,2020,7,367,VIZAG / SAIL,Angle,100*100*10mm,268.2
588,10,2020,14,294,As Per IS2062,Flat,75*8,225.6
589,10,2020,14,375,As Per IS2062,Square_Bar,25*25,29.5
590,10,2020,11,463,AM/NS (Essar),Plate,6mm*1250*6300,1125.0
591,10,2020,15,386,Rolling,Round_Bar,16mm,47.4
592,11,2020,11,470,AM/NS (Essar),Plate,8mm*1800*6300,3585.0
593,11,2020,11,436,AM/NS (Essar),Plate,8mm*1500*6300,10200.0
594,11,2020,11,468,AM/NS (Essar),Plate,8mm*1250*6300,3000.0
595,11,2020,11,500,AM/NS (Essar),SHEET ,3mm*1500*6300,880.0
596,11,2020,11,430,AM/NS (Essar),Plate,6mm*1500*6300,10350.0
597,11,2020,15,253,Rolling,Flat,25*3,43.2
598,11,2020,15,267,Rolling,Flat,40*5,48.0
599,11,2020,14,340,As Per IS2062,Flat,300*8,339.1
600,11,2020,14,302,As Per IS2062,Flat,100*8,2658.6
601,11,2020,14,328,As Per IS2062,Flat,200*8,75.6
602,11,2020,5,187,G.D.MALHOTRA,Angle,50*50*5mm,5586.0
603,11,2020,5,179,G.D.MALHOTRA,Angle,40*40*5mm,6372.0
604,11,2020,7,234,VIZAG / SAIL,Channel,200*75 STD,3450.0
605,11,2020,7,231,VIZAG / SAIL,Channel,125*65 STD,3216.0
606,11,2020,5,226,G.D.MALHOTRA,Channel,75*40 -1.7,7990.599999999999
607,11,2020,5,175,G.D.MALHOTRA,Angle,35*35*5mm,2324.3999999999996
608,11,2020,5,169,G.D.MALHOTRA,Angle,25*25*5mm,21.6
609,11,2020,11,479,AM/NS (Essar),Plate,4mm*2000*3050,1170.0
610,11,2020,3,300,Mahavir Steel,Flat,75*40,3641.6
611,11,2020,7,232,VIZAG / SAIL,Channel,150*75 STD,4879.4
612,11,2020,15,254,Rolling,Flat,25*5,12.0
613,11,2020,11,508,AM/NS (Essar),SHEET ,2.5mm*1250*2500,1054.0
614,11,2020,7,388,VIZAG / SAIL,Round_Bar,25mm,69.30000000000001
615,11,2020,7,389,VIZAG / SAIL,Round_Bar,32mm,37.9
616,11,2020,17,77,TATA Pipes,Round_Pipes (Mtr),15_B CLASS_2.6mm,7.3
617,11,2020,14,278,As Per IS2062,Flat,50*6,28.8
618,11,2020,14,293,As Per IS2062,Flat,75*6,668.0
619,11,2020,14,304,As Per IS2062,Flat,100*12,2500.0
620,11,2020,14,298,As Per IS2062,Flat,75*20,2070.8
621,11,2020,14,312,As Per IS2062,Flat,125*10,2000.0
622,11,2020,14,270,As Per IS2062,Flat,40*10,1000.0
623,11,2020,14,281,As Per IS2062,Flat,50*12,1782.0
624,11,2020,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,1365.0
625,11,2020,3,336,Mahavir Steel,Flat,250*16,60.0
626,11,2020,5,188,G.D.MALHOTRA,Angle,50*50*6mm,3699.0
627,11,2020,1,164,TATA Structura,Square_Pipe,80*40*2.0_YST210,197.6
628,11,2020,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,967.9
629,11,2020,14,322,As Per IS2062,Flat,150*16,2256.0
630,11,2020,14,273,As Per IS2062,Flat,40*20,907.2
631,11,2020,14,284,As Per IS2062,Flat,50*25,352.8
632,11,2020,7,228,VIZAG / SAIL,Channel,100*50 STD,4351.2
633,11,2020,5,229,G.D.MALHOTRA,Channel,100*50 MED,2401.2000000000003
634,11,2020,5,193,G.D.MALHOTRA,Angle,65*65*5mm,882.0
635,11,2020,5,174,G.D.MALHOTRA,Angle,35*35*4mm,1071.0
636,11,2020,5,223,G.D.MALHOTRA,Channel,70*35,16911.4
637,11,2020,11,498,AM/NS (Essar),SHEET ,3mm*1500*2500,2910.0
638,11,2020,14,320,As Per IS2062,Flat,150*10,1970.8
639,11,2020,15,386,Rolling,Round_Bar,16mm,56.9
640,11,2020,11,571,AM/NS (Essar),Plate,8mm CTL,830.0
641,11,2020,14,283,As Per IS2062,Flat,50*20,187.2
642,11,2020,14,299,As Per IS2062,Flat,75*25,88.2
643,11,2020,11,437,AM/NS (Essar),Plate,10mm*1500*6300,12750.0
644,11,2020,11,435,AM/NS (Essar),Plate,5mm*1500*6300,750.0
645,11,2020,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,4275.0
646,11,2020,8,244,Rajuri TMT,TMT,20 MM,2071.3
647,11,2020,8,239,Rajuri TMT,TMT,06 MM,943.7
648,11,2020,5,194,G.D.MALHOTRA,Angle,65*65*6mm,139.2
649,11,2020,11,480,AM/NS (Essar),Plate,4mm*2000*3650,470.0
650,11,2020,13,621,JSW Colouron+,PPGL,0.47 CC AZ 150 GSM,1715.0
651,11,2020,1,352,TATA Structura,Square_Pipe,60*40*1.6_YST210,210.0
652,11,2020,5,403,G.D.MALHOTRA,Beam,100*50 L,9311.7
653,11,2020,1,345,TATA Structura,Square_Pipe,50*50*2.0_YST210,270.0
654,11,2020,15,260,Rolling,Flat,32*5,117.0
655,11,2020,11,439,AM/NS (Essar),Plate,10mm*1250*2500,2500.0
656,11,2020,11,467,AM/NS (Essar),Plate,8mm*1250*2500,2200.0
657,11,2020,11,434,AM/NS (Essar),Plate,6mm*1250*2500,1500.0
658,11,2020,11,432,AM/NS (Essar),Plate,4mm*1250*2500,4400.0
659,11,2020,11,495,AM/NS (Essar),SHEET ,3mm*1250*3660,440.0
660,11,2020,11,504,AM/NS (Essar),SHEET ,1.6mm*1250*2500,800.0
661,11,2020,11,568,AM/NS (Essar),Plate,6mm CTL,780.0
662,11,2020,3,301,Mahavir Steel,Flat,100*6,28.2
663,11,2020,3,269,Mahavir Steel,Flat,40*8,30.0
664,11,2020,3,299,Mahavir Steel,Flat,75*25,45.0
665,11,2020,3,286,Mahavir Steel,Flat,65*6,18.4
666,11,2020,3,277,Mahavir Steel,Flat,50*5,12.0
667,11,2020,14,377,As Per IS2062,Square_Bar,40*40,226.1
668,11,2020,7,199,VIZAG / SAIL,Angle,75*75*8mm,373.8
669,11,2020,24,430,Jindal Steel (JSPL),Plate,6mm*1500*6300,4500.0
670,11,2020,14,291,As Per IS2062,Flat,65*25,500.0
671,11,2020,11,463,AM/NS (Essar),Plate,6mm*1250*6300,16125.0
672,11,2020,11,450,AM/NS (Essar),Plate,16mm*1250*6300,995.0
673,11,2020,11,444,AM/NS (Essar),Plate,12mm*1250*6300,1490.0
674,11,2020,14,271,As Per IS2062,Flat,40*12,1000.0
675,11,2020,14,280,As Per IS2062,Flat,50*10,874.4
676,11,2020,5,180,G.D.MALHOTRA,Angle,40*40*6mm,2512.0
677,11,2020,1,148,TATA Structura,Square_Pipe,220*220*6.0_YST310,439.1
678,11,2020,11,575,AM/NS (Essar),Plate,20mm CTL,1920.0
679,11,2020,7,410,VIZAG / SAIL,Beam,150*75 STD,3885.0
680,11,2020,11,515,AM/NS (Essar),SHEET ,3mm*1020*3660,870.0
681,11,2020,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,700.0
682,11,2020,11,513,AM/NS (Essar),SHEET ,3mm*1020*2500,600.0
683,11,2020,11,510,AM/NS (Essar),SHEET ,2mm*910*2500,360.0
684,11,2020,11,484,AM/NS (Essar),CRC Sheet,0.8mm*1250*2500,525.0
685,11,2020,11,489,AM/NS (Essar),CRC Sheet,1.6mm*1250*2500,240.0
686,11,2020,5,178,G.D.MALHOTRA,Angle,40*40*4mm,1440.0
687,11,2020,1,132,TATA Structura,Square_Pipe,100*100*4.0_YST210,3699.0
688,11,2020,15,372,Rolling,Square_Bar,12*12,2000.0
689,11,2020,15,371,Rolling,Square_Bar,10*10,3000.0
690,11,2020,3,167,Mahavir Steel,Angle,25*25*3mm,0.0
691,11,2020,5,198,G.D.MALHOTRA,Angle,75*75*6mm,1876.8
692,11,2020,5,186,G.D.MALHOTRA,Angle,50*50*4mm,2736.0
693,11,2020,5,409,G.D.MALHOTRA,Beam,125*70 L,10317.1
694,11,2020,14,294,As Per IS2062,Flat,75*8,282.0
695,11,2020,11,573,AM/NS (Essar),Plate,12mm CTL,360.0
696,11,2020,11,574,AM/NS (Essar),Plate,16MM*2500*12000,480.0
697,11,2020,11,455,AM/NS (Essar),Plate,5mm*1250*6300,945.0
698,11,2020,11,440,AM/NS (Essar),Plate,10mm*1250*6300,4340.0
699,11,2020,9,343,Apollo,Square_Pipe,50*50*1.6_YST210,600.0
700,11,2020,9,426,Apollo,Square_Pipe,50*25*1.6_YST210,210.0
701,11,2020,9,156,Apollo,Square_Pipe,40*40*1.6_YST210,274.5
702,11,2020,11,486,AM/NS (Essar),CRC Sheet,1mm*1250*2500,1000.0
703,11,2020,11,487,AM/NS (Essar),CRC Sheet,1.2mm*1250*2500,870.0
704,11,2020,8,241,Rajuri TMT,TMT,10 MM,1500.0
705,11,2020,8,240,Rajuri TMT,TMT,08 MM,3000.0
706,11,2020,11,572,AM/NS (Essar),Plate,10mm CTL,355.0
707,11,2020,5,411,G.D.MALHOTRA,Beam,150*75 L,567.0
708,11,2020,5,280,G.D.MALHOTRA,Flat,50*10,23.4
709,11,2020,14,269,As Per IS2062,Flat,40*8,30.0
710,11,2020,5,287,G.D.MALHOTRA,Flat,65*8,24.5
711,11,2020,5,286,G.D.MALHOTRA,Flat,65*6,18.4
712,11,2020,9,46,Apollo,Square_Pipe,72*72*4.8_YST210,463.7
713,11,2020,5,228,G.D.MALHOTRA,Channel,100*50 STD,940.8
714,11,2020,1,39,TATA Structura,Square_Pipe,60*60*2.6_YST210,1446.9
715,11,2020,1,33,TATA Structura,Square_Pipe,40*40*3.2_YST210,4292.7
716,11,2020,1,36,TATA Structura,Square_Pipe,50*50*2.9_YST210,366.3
717,11,2020,11,654,AM/NS (Essar),Plate,45mm CTL,3350.0
718,11,2020,11,442,AM/NS (Essar),Plate,10mm*2000*6300,1990.0
719,11,2020,11,445,AM/NS (Essar),Plate,12mm*1500*6300,895.0
