,month,year,brandid,pwid,brandname,productname,name,weight
11205,11,2023,11,434,AM/NS (Essar),Plate,6mm*1250*2500,3000.0
11206,11,2023,11,455,AM/NS (Essar),Plate,5mm*1250*6300,17620.0
11207,11,2023,7,206,VIZAG / SAIL,Angle,90*90*8mm,9444.0
11208,11,2023,14,278,As Per IS2062,Flat,50*6,388.8
11209,11,2023,9,760,Apollo,Square_Pipe,150*150*3.0_YST210,1053.0
11210,11,2023,1,1036,TATA Structura,Square_Pipe,40*20*2.5_YST210,1000.0
11211,11,2023,1,1017,TATA Structura,Square_Pipe,50*25*1.8_YST210,1240.0
11212,11,2023,1,346,TATA Structura,Square_Pipe,50*50*2.2_YST210,8050.0
11213,11,2023,1,354,TATA Structura,Square_Pipe,60*40*2.0_YST210,2540.0
11214,11,2023,1,1127,TATA Structura,Square_Pipe,80*40*2.2_YST210,2000.0
11215,11,2023,1,136,TATA Structura,Square_Pipe,96*48*2.5_YST210,1235.2
11216,11,2023,1,158,TATA Structura,Square_Pipe,40*40*2.2_YST210,4000.0
11217,11,2023,1,359,TATA Structura,Square_Pipe,72*72*2.6_YST210,6805.7
11218,11,2023,1,1129,TATA Structura,Square_Pipe,60*60*2.2_YST210,2000.0
11219,11,2023,5,175,G.D.MALHOTRA,Angle,35*35*5mm,3120.0
11220,11,2023,1,155,TATA Structura,Square_Pipe,40*40*1.2_YST210,2026.0
11221,11,2023,1,122,TATA Structura,Round_Pipes,40_1.6mm,680.8
11222,11,2023,1,123,TATA Structura,Round_Pipes,40_2mm,349.5
11223,11,2023,1,113,TATA Structura,Round_Pipes,20_2.0mm,369.0
11224,11,2023,25,663,TATA GP Pipe ,G.P. Pipe,80*40*1.6mm,261.0
11225,11,2023,25,1004,TATA GP Pipe ,G.P. Pipe,80*40*1.2mm,264.0
11226,11,2023,25,968,TATA GP Pipe ,G.P. Pipe,25*25*2.0mm,270.0
11227,11,2023,1,151,TATA Structura,Square_Pipe,32*32*1.6_YST210,1207.6999999999998
11228,11,2023,1,866,TATA Structura,Round_Pipes,15_1.6mm,46.8
11229,11,2023,1,112,TATA Structura,Round_Pipes,20_1.6mm,60.0
11230,11,2023,1,869,TATA Structura,Round_Pipes,25_1.6mm,75.0
11231,11,2023,1,1125,TATA Structura,Square_Pipe,80*80*2.6_YST210,221.8
11232,11,2023,15,387,Rolling,Round_Bar,20mm,11959.400000000001
11233,11,2023,15,388,Rolling,Round_Bar,25mm,69.30000000000001
11234,11,2023,14,262,As Per IS2062,Flat,32*8,204.0
11235,11,2023,1,107,TATA Structura,Round_Pipes,100_2.0mm,34.0
11236,11,2023,14,290,As Per IS2062,Flat,65*16,146.9
11237,11,2023,11,716,AM/NS (Essar),Plate,25mm*1600*6300,1875.0
11238,11,2023,14,330,As Per IS2062,Flat,200*16,602.4
11239,11,2023,14,321,As Per IS2062,Flat,150*12,676.8000000000001
11240,11,2023,11,503,AM/NS (Essar),SHEET ,1.6mm*1250*1800,9330.0
11241,11,2023,1,598,TATA Structura,Square_Pipe,145*82*4.0_YST210,4149.6
11242,11,2023,1,142,TATA Structura,Square_Pipe,150*150*5.0_YST210,6900.0
11243,11,2023,1,69,TATA Structura,Square_Pipe,122*61*4.5_YST210,2566.1000000000004
11244,11,2023,3,263,Mahavir Steel,Flat,32*10,225.0
11245,11,2023,3,281,Mahavir Steel,Flat,50*12,479.4
11246,11,2023,14,306,As Per IS2062,Flat,100*20,591.2
11247,11,2023,14,291,As Per IS2062,Flat,65*25,229.7
11248,11,2023,14,307,As Per IS2062,Flat,100*25,352.79999999999995
11249,11,2023,14,270,As Per IS2062,Flat,40*10,427.79999999999995
11250,11,2023,14,625,As Per IS2062,Flat,65*20,122.6
11251,11,2023,14,308,As Per IS2062,Flat,100*32,188.89999999999998
11252,11,2023,14,317,As Per IS2062,Flat,125*32,188.4
11253,11,2023,14,305,As Per IS2062,Flat,100*16,453.6
11254,11,2023,14,341,As Per IS2062,Flat,300*10,5793.299999999999
11255,11,2023,14,328,As Per IS2062,Flat,200*8,2745.9
11256,11,2023,5,277,G.D.MALHOTRA,Flat,50*5,300.0
11257,11,2023,5,254,G.D.MALHOTRA,Flat,25*5,42.0
11258,11,2023,7,236,VIZAG / SAIL,Channel,300*90 STD,24114.8
11259,11,2023,7,417,VIZAG / SAIL,Beam,350*140 STD,3634.8
11260,11,2023,45,242,JSW TMT,TMT,12 MM,531.0
11261,11,2023,45,241,JSW TMT,TMT,10 MM,888.0
11262,11,2023,45,240,JSW TMT,TMT,08 MM,568.8
11263,11,2023,1,48,TATA Structura,Square_Pipe,80*80*4.0_YST210,276.6
11264,11,2023,17,1108,TATA Pipes,Round_Pipes,450_6.0mm_66.8kg,1202.4
11265,11,2023,9,615,Apollo,Round_Pipes,150_3.0mm,1125.0
11266,11,2023,25,652,TATA GP Pipe ,G.P. Pipe,50*50*1.6mm,1735.2
11267,11,2023,11,495,AM/NS (Essar),SHEET ,3mm*1250*3660,2530.0
11268,11,2023,14,322,As Per IS2062,Flat,150*16,225.0
11269,11,2023,7,416,VIZAG / SAIL,Beam,300*140 STD,908.6
11270,11,2023,14,329,As Per IS2062,Flat,200*10,424.70000000000005
11271,11,2023,5,188,G.D.MALHOTRA,Angle,50*50*6mm,1197.0
11272,11,2023,14,312,As Per IS2062,Flat,125*10,17.9
11273,11,2023,1,143,TATA Structura,Square_Pipe,150*150*6.0_YST310,7899.0
11274,11,2023,11,473,AM/NS (Essar),Plate,4mm*1000*3050,5300.0
11275,11,2023,5,187,G.D.MALHOTRA,Angle,50*50*5mm,3579.6
11276,11,2023,5,186,G.D.MALHOTRA,Angle,50*50*4mm,36.0
11277,11,2023,1,746,TATA Structura,Square_Pipe,96*48*4.8_YST310,208.8
11278,11,2023,7,209,VIZAG / SAIL,Angle,100*100*8mm,4549.2
11279,11,2023,11,497,AM/NS (Essar),SHEET ,3mm*1250*6300,1295.0
11280,11,2023,5,409,G.D.MALHOTRA,Beam,125*70 L,108.0
11281,11,2023,5,229,G.D.MALHOTRA,Channel,100*50 MED,313.2
11282,11,2023,14,287,As Per IS2062,Flat,65*8,342.70000000000005
11283,11,2023,1,70,TATA Structura,Square_Pipe,122*61*5.4_YST310,4084.1
11284,11,2023,11,573,AM/NS (Essar),Plate,12mm CTL,6038.0
11285,11,2023,11,571,AM/NS (Essar),Plate,8mm CTL,33395.0
11286,11,2023,7,199,VIZAG / SAIL,Angle,75*75*8mm,2510.7000000000003
11287,11,2023,1,124,TATA Structura,Round_Pipes,50_1.6mm,30.0
11288,11,2023,17,110,TATA Pipes,Round_Pipes_HD (Mtr),200_5.0mm,316.8
11289,11,2023,7,229,VIZAG / SAIL,Channel,100*50 MED,313.2
11290,11,2023,14,293,As Per IS2062,Flat,75*6,63.0
11291,11,2023,11,741,AM/NS (Essar),Plate,20mm*1250*2500,1000.0
11292,11,2023,17,98,TATA Pipes,Round_Pipes (Mtr),80_B CLASS_4.0mm,50.2
11293,11,2023,7,380,VIZAG / SAIL,Square_Bar,77*77,529.8
11294,11,2023,14,304,As Per IS2062,Flat,100*12,169.2
11295,11,2023,14,313,As Per IS2062,Flat,125*12,141.6
11296,11,2023,1,730,TATA Structura,Square_Pipe,60*40*1.8_YST210,480.6
11297,11,2023,11,478,AM/NS (Essar),Plate,4mm*1830*3050,5220.0
11298,11,2023,14,320,As Per IS2062,Flat,150*10,141.6
11299,11,2023,1,40,TATA Structura,Square_Pipe,60*60*2.9_YST210,211.2
11300,11,2023,9,609,Apollo,Square_Pipe,80*80*6.0_YST210,405.0
11301,11,2023,3,170,Mahavir Steel,Angle,30*30*3mm,8.4
11302,11,2023,11,576,AM/NS (Essar),Plate,25mm CTL,1020.0
11303,11,2023,14,298,As Per IS2062,Flat,75*20,567.4
11304,11,2023,14,295,As Per IS2062,Flat,75*10,1239.0
11305,11,2023,11,517,AM/NS (Essar),SHEET ,3mm*1250*3060,1080.0
11306,11,2023,11,510,AM/NS (Essar),SHEET ,2mm*910*2500,252.0
11307,11,2023,30,485,AM/NS (CRC),CRC Sheet,0.9mm*1250*2500,12000.0
11308,11,2023,30,719,AM/NS (CRC),CRC Sheet,1.5mm*1540*2500,3000.0
11309,11,2023,11,466,AM/NS (Essar),Plate,6mm*2000*6300,597.0
11310,11,2023,11,468,AM/NS (Essar),Plate,8mm*1250*6300,13000.0
11311,11,2023,14,288,As Per IS2062,Flat,65*10,28.0
11312,11,2023,14,256,As Per IS2062,Flat,25*8,96.0
11313,11,2023,14,280,As Per IS2062,Flat,50*10,140.4
11314,11,2023,14,281,As Per IS2062,Flat,50*12,169.2
11315,11,2023,25,651,TATA GP Pipe ,G.P. Pipe,50*50*1.2mm,1000.0
11316,11,2023,25,936,TATA GP Pipe ,G.P. Pipe,20_2.0mm,988.9
11317,11,2023,7,421,VIZAG / SAIL,Beam,600*220 STD,6700.0
11318,11,2023,11,718,AM/NS (Essar),Plate,40mm*1600*6300,9000.0
11319,11,2023,11,822,AM/NS (Essar),Plate,20mm*2000*6300,6000.0
11320,11,2023,14,323,As Per IS2062,Flat,150*20,3182.4
11321,11,2023,15,399,Rolling,Round_Bar,100mm,739.9
11322,11,2023,38,827,Pipe Fittings,Flange,80mm- Table D,0.0
11323,11,2023,14,319,As Per IS2062,Flat,150*8,120.4
11324,11,2023,16,970,Polish Bar,Polish Bar,Sq 20*20,56.7
11325,11,2023,11,903,AM/NS (Essar),Plate,50mm CTL,4530.5
11326,11,2023,14,286,As Per IS2062,Flat,65*6,257.0
11327,11,2023,15,255,Rolling,Flat,25*6,57.6
11328,11,2023,15,260,Rolling,Flat,32*5,124.8
11329,11,2023,16,1013,Polish Bar,Polish Bar,Sq 16*16,37.4
11330,11,2023,3,262,Mahavir Steel,Flat,32*8,120.0
11331,11,2023,3,256,Mahavir Steel,Flat,25*8,144.0
11332,11,2023,16,734,Polish Bar,Polish Bar,R 50mm,184.9
11333,11,2023,16,533,Polish Bar,Polish Bar,R 40mm,118.3
11334,11,2023,3,272,Mahavir Steel,Flat,40*16,30.0
11335,11,2023,30,488,AM/NS (CRC),CRC Sheet,1.5mm*1250*2500,9584.0
11336,11,2023,5,178,G.D.MALHOTRA,Angle,40*40*4mm,518.4
11337,11,2023,17,619,TATA Pipes,Round_Pipes,20_C Class_3.2mm,11.2
11338,11,2023,14,342,As Per IS2062,Flat,300*12,630.1999999999999
11339,11,2023,14,595,As Per IS2062,Flat,250*12,141.0
11340,11,2023,25,650,TATA GP Pipe ,G.P. Pipe,50*25*2.0mm,1299.6
11341,11,2023,14,335,As Per IS2062,Flat,250*10,23.9
11342,11,2023,1,1106,TATA Structura,Square_Pipe,95*25*1.6_YST210,15.0
11343,11,2023,11,463,AM/NS (Essar),Plate,6mm*1250*6300,4500.0
11344,11,2023,11,451,AM/NS (Essar),Plate,16mm*1500*6300,4800.0
11345,11,2023,3,271,Mahavir Steel,Flat,40*12,45.6
11346,11,2023,17,86,TATA Pipes,Round_Pipes (Mtr),32_B CLASS_3.2mm,948.6
11347,11,2023,15,372,Rolling,Square_Bar,12*12,901.6999999999999
11348,11,2023,1,1074,TATA Structura,Round_Pipes,32_2.9mm,1000.0
11349,11,2023,11,450,AM/NS (Essar),Plate,16mm*1250*6300,1990.0
11350,11,2023,30,493,AM/NS (CRC),CRC Sheet,3mm*1250*2500,150.0
11351,11,2023,25,676,TATA GP Pipe ,G.P. Pipe,96*48*2.0mm,2001.6
11352,11,2023,25,925,TATA GP Pipe ,G.P. Pipe,60*40*2.0mm,900.0
11353,11,2023,5,293,G.D.MALHOTRA,Flat,75*6,21.0
11354,11,2023,1,423,TATA Structura,Square_Pipe,200*100*6.0_YST310,1263.8
11355,11,2023,14,310,As Per IS2062,Flat,125*6,1118.0
11356,11,2023,1,998,TATA Structura,Square_Pipe,145*82*2.6_YST210,388.8
11357,11,2023,17,620,TATA Pipes,Round_Pipes,25_B Class_3.2mm,14.5
11358,11,2023,33,676,Apollo GP Pipe,G.P. Pipe,96*48*2.0mm,1700.4
11359,11,2023,25,913,TATA GP Pipe ,G.P. Pipe,40*20*1.8mm,2019.6
11360,11,2023,11,985,AM/NS (Essar),Plate,4.5mm*1830*3050,2136.0
11361,11,2023,11,577,AM/NS (Essar),Plate,32mm CTL,330.0
11362,11,2023,14,377,As Per IS2062,Square_Bar,40*40,75.4
11363,11,2023,1,160,TATA Structura,Square_Pipe,80*40*4.0_YST210,855.0
11364,11,2023,7,1095,VIZAG / SAIL,NPB SECTION,400x180x66,21172.0
11365,11,2023,11,1088,AM/NS (Essar),Plate,36mm CTL,2670.0
11366,11,2023,1,1126,TATA Structura,Square_Pipe,50*25*2.2_YST210,1000.0
11367,11,2023,36,618,JSW Kalinga Pipe,Round_Pipes,20_2.6mm,1560.0
11368,11,2023,36,658,JSW Kalinga Pipe,Round_Pipes,40_B CLASS_3.2mm,3560.0
11369,11,2023,36,619,JSW Kalinga Pipe,Round_Pipes,20_C Class_3.2mm,2805.0
11370,11,2023,36,662,JSW Kalinga Pipe,Round_Pipes,40_C CLASS_4.0mm,6555.0
11371,11,2023,1,739,TATA Structura,Square_Pipe,145*82*3.0_YST210,277.5
11372,11,2023,16,535,Polish Bar,Polish Bar,Sq 40*40,4898.4
11373,11,2023,11,479,AM/NS (Essar),Plate,4mm*2000*3050,1170.0
11374,11,2023,15,389,Rolling,Round_Bar,32mm,3454.4
11375,11,2023,15,391,Rolling,Round_Bar,40mm,1538.2
11376,11,2023,14,300,As Per IS2062,Flat,75*40,638.4
11377,11,2023,14,263,As Per IS2062,Flat,32*10,45.0
11378,11,2023,7,211,VIZAG / SAIL,Angle,100*100*12 mm,318.6
11379,11,2023,11,714,AM/NS (Essar),Plate,4mm*1250*6300,2695.0
11380,11,2023,11,461,AM/NS (Essar),Plate,5mm*2000*6100,500.0
11381,11,2023,1,73,TATA Structura,Square_Pipe,172*92*4.8_YST310,10691.300000000001
11382,11,2023,11,435,AM/NS (Essar),Plate,5mm*1500*6300,4500.0
11383,11,2023,11,1035,AM/NS (Essar),Cheq.Plate,4mm*1250*6300 (Chq.),5700.0
11384,11,2023,9,1055,Apollo,Square_Pipe,12*12*1.6_YST210,5.2
11385,11,2023,17,816,TATA Pipes,Round_Pipes_HD (Mtr),500_5.0mm,1488.0
11386,11,2023,11,1056,AM/NS (Essar),SHEET ,2mm*1500*2500,600.0
11387,11,2023,1,964,TATA Structura,Square_Pipe,40*40*1.8_YST210,500.0
11388,11,2023,1,898,TATA Structura,Square_Pipe,132*132*2.9_YST210,375.0
11389,11,2023,1,33,TATA Structura,Square_Pipe,40*40*3.2_YST210,1989.3
11390,11,2023,14,336,As Per IS2062,Flat,250*16,31.4
11391,11,2023,11,514,AM/NS (Essar),SHEET ,3mm*1020*3050,146.0
11392,11,2023,3,279,Mahavir Steel,Flat,50*8,94.2
11393,11,2023,1,146,TATA Structura,Square_Pipe,20*20*1.6_YST210,1183.2
11394,11,2023,14,302,As Per IS2062,Flat,100*8,75.6
11395,11,2023,5,228,G.D.MALHOTRA,Channel,100*50 STD,1470.0
11396,11,2023,5,408,G.D.MALHOTRA,Beam,125*70 MED,1920.7634146341466
11397,11,2023,11,569,AM/NS (Essar),Plate,4mm CTL,25.0
11398,11,2023,11,762,AM/NS (Essar),SHEET ,1.6mm*900*600,4200.0
11399,11,2023,11,498,AM/NS (Essar),SHEET ,3mm*1500*2500,3540.0
11400,11,2023,15,393,Rolling,Round_Bar,50mm,770.5
11401,11,2023,14,333,As Per IS2062,Flat,250*6,2131.0
11402,11,2023,15,390,Rolling,Round_Bar,36mm,3100.0
11403,11,2023,1,1025,TATA Structura,Square_Pipe,300*150*6.0_YST310,1215.9
11404,11,2023,1,1111,TATA Structura,Square_Pipe,240*120*6.0_YST310,964.8
11405,11,2023,1,72,TATA Structura,Square_Pipe,145*82*5.4_YST310,1383.7
11406,11,2023,1,424,TATA Structura,Square_Pipe,113*113*4.8_YST210,668.6
11407,11,2023,1,54,TATA Structura,Square_Pipe,60*40*2.6_YST210,1342.8
11408,11,2023,17,104,TATA Pipes,Round_Pipes (Mtr),125_B CLASS_4.8mm,95.4
11409,11,2023,17,83,TATA Pipes,Round_Pipes (Mtr),25_B CLASS_3.2mm,43.4
11410,11,2023,5,286,G.D.MALHOTRA,Flat,65*6,18.4
11411,11,2023,5,224,G.D.MALHOTRA,Channel,75*40 STD,307.3
11412,11,2023,7,205,VIZAG / SAIL,Angle,90*90*6mm,11124.0
11413,11,2023,7,368,VIZAG / SAIL,Angle,130*130*10mm,9500.0
11414,11,2023,7,418,VIZAG / SAIL,Beam,400*140 STD,9086.0
11415,11,2023,24,238,Jindal Steel (JSPL),Channel,400*100 STD,1500.0
11416,11,2023,5,295,G.D.MALHOTRA,Flat,75*10,70.8
11417,11,2023,5,296,G.D.MALHOTRA,Flat,75*12,85.2
11418,11,2023,3,274,Mahavir Steel,Flat,40*25,47.4
11419,11,2023,5,280,G.D.MALHOTRA,Flat,50*10,70.2
11420,11,2023,11,459,AM/NS (Essar),Plate,5mm*2000*3050,490.0
11421,11,2023,7,367,VIZAG / SAIL,Angle,100*100*10mm,447.0
11422,11,2023,14,314,As Per IS2062,Flat,125*16,661.5
11423,11,2023,14,373,As Per IS2062,Square_Bar,16*16,2002.0
11424,11,2023,14,316,As Per IS2062,Flat,125*25,735.0
11425,11,2023,14,279,As Per IS2062,Flat,50*8,508.7
11426,11,2023,1,983,TATA Structura,Square_Pipe,180*180*4.0_YST210,392.0
11427,11,2023,1,599,TATA Structura,Square_Pipe,150*150*4.0_YST210,3045.0
11428,11,2023,46,577,Other,Plate,32mm CTL,400.0
11429,11,2023,35,768,JSW Kalinga Z Fab GP Pipe,G.P. Sheet,1.6mm*1250*2500,200.0
11430,11,2023,13,664,JSW Colouron+,PPGL,0.50 CC AZ150 GSM,1539.0
11431,11,2023,40,991,PC Lite,PPGL,P.C.Sheet 2.0mm,0.0
11432,11,2023,1,65,TATA Structura,Square_Pipe,80*40*4.8_YST310,471.0
11433,11,2023,5,673,G.D.MALHOTRA,Angle,75*75*5mm,171.0
11434,11,2023,11,500,AM/NS (Essar),SHEET ,3mm*1500*6300,3080.0
11435,11,2023,3,294,Mahavir Steel,Flat,75*8,197.4
11436,11,2023,1,1124,TATA Structura,Round_Pipes,25_2.9mm,211.2
11437,11,2023,1,1107,TATA Structura,Square_Pipe,200*200*6.0_YST310,1289.5
11438,11,2023,1,422,TATA Structura,Square_Pipe,200*100*5.0_YST210,1196.6
11439,11,2023,1,64,TATA Structura,Square_Pipe,80*40*3.2_YST210,2475.0
11440,11,2023,16,536,Polish Bar,Polish Bar,Sq 50*50,1883.5
11441,11,2023,1,356,TATA Structura,Square_Pipe,60*60*2.0_YST210,1092.0
11442,12,2023,7,228,VIZAG / SAIL,Channel,100*50 STD,51366.19999999999
11443,12,2023,5,187,G.D.MALHOTRA,Angle,50*50*5mm,2576.4
11444,12,2023,11,437,AM/NS (Essar),Plate,10mm*1500*6300,12000.0
11445,12,2023,11,572,AM/NS (Essar),Plate,10mm CTL,4407.0
11446,12,2023,11,505,AM/NS (Essar),SHEET ,1.6mm*910*2500,7755.0
11447,12,2023,7,410,VIZAG / SAIL,Beam,150*75 STD,24750.0
11448,12,2023,1,22,TATA Structura,Square_Pipe,25*25*2.6_YST210,3740.3999999999996
11449,12,2023,14,295,As Per IS2062,Flat,75*10,2407.2
11450,12,2023,16,535,Polish Bar,Polish Bar,Sq 40*40,5124.5
11451,12,2023,7,415,VIZAG / SAIL,Beam,250*125 STD,12888.3
11452,12,2023,11,1088,AM/NS (Essar),Plate,36mm CTL,7240.0
11453,12,2023,11,471,AM/NS (Essar),Plate,8mm*2000*6300,5565.0
11454,12,2023,11,575,AM/NS (Essar),Plate,20mm CTL,3390.0
11455,12,2023,7,224,VIZAG / SAIL,Channel,75*40 STD,10989.4
11456,12,2023,11,439,AM/NS (Essar),Plate,10mm*1250*2500,14750.0
11457,12,2023,1,897,TATA Structura,Square_Pipe,100*100*2.0_YST210,976.5
11458,12,2023,30,719,AM/NS (CRC),CRC Sheet,1.5mm*1540*2500,5115.0
11459,12,2023,11,433,AM/NS (Essar),Plate,5mm*1250*2500,7000.0
11460,12,2023,11,449,AM/NS (Essar),Plate,16mm*1250*2500,3200.0
11461,12,2023,11,573,AM/NS (Essar),Plate,12mm CTL,6155.0
11462,12,2023,1,35,TATA Structura,Square_Pipe,50*50*2.6_YST210,4682.9
11463,12,2023,14,329,As Per IS2062,Flat,200*10,1884.0000000000002
11464,12,2023,11,446,AM/NS (Essar),Plate,12mm*2000*6300,9600.0
11465,12,2023,17,606,TATA Pipes,Round_Pipes_HD (Mtr),450_6.0mm,801.1
11466,12,2023,17,808,TATA Pipes,Round_Pipes_HD (Mtr),400_5.0mm,296.9
11467,12,2023,11,1051,AM/NS (Essar),SHEET ,M S Sheet,1850.0
11468,12,2023,11,511,AM/NS (Essar),SHEET ,2.9mm*1250*2500,1971.0
11469,12,2023,11,508,AM/NS (Essar),SHEET ,2.5mm*1250*2500,3290.0
11470,12,2023,30,484,AM/NS (CRC),CRC Sheet,0.8mm*1250*2500,6642.0
11471,12,2023,30,488,AM/NS (CRC),CRC Sheet,1.5mm*1250*2500,18438.0
11472,12,2023,1,55,TATA Structura,Square_Pipe,60*40*2.9_YST210,2477.0
11473,12,2023,15,371,Rolling,Square_Bar,10*10,64.0
11474,12,2023,14,303,As Per IS2062,Flat,100*10,1546.2
11475,12,2023,14,305,As Per IS2062,Flat,100*16,1634.0
11476,12,2023,11,434,AM/NS (Essar),Plate,6mm*1250*2500,8250.0
11477,12,2023,14,284,As Per IS2062,Flat,50*25,3000.0
11478,12,2023,14,376,As Per IS2062,Square_Bar,32*32,2000.0
11479,12,2023,7,1097,VIZAG / SAIL,NPB SECTION,300x150x42,3612.0
11480,12,2023,7,199,VIZAG / SAIL,Angle,75*75*8mm,9078.0
11481,12,2023,30,486,AM/NS (CRC),CRC Sheet,1mm*1250*2500,7425.0
11482,12,2023,11,503,AM/NS (Essar),SHEET ,1.6mm*1250*1800,800.0
11483,12,2023,30,485,AM/NS (CRC),CRC Sheet,0.9mm*1250*2500,5738.0
11484,12,2023,7,231,VIZAG / SAIL,Channel,125*65 STD,23169.3
11485,12,2023,14,341,As Per IS2062,Flat,300*10,635.9
11486,12,2023,14,302,As Per IS2062,Flat,100*8,413.40000000000003
11487,12,2023,1,1106,TATA Structura,Square_Pipe,95*25*1.6_YST210,800.0
11488,12,2023,1,151,TATA Structura,Square_Pipe,32*32*1.6_YST210,10414.8
11489,12,2023,1,866,TATA Structura,Round_Pipes,15_1.6mm,621.68
11490,12,2023,1,869,TATA Structura,Round_Pipes,25_1.6mm,352.5
11491,12,2023,1,112,TATA Structura,Round_Pipes,20_1.6mm,1168.0
11492,12,2023,1,563,TATA Structura,Square_Pipe,50*25*1.2_YST210,528.0
11493,12,2023,1,108,TATA Structura,Round_Pipes,100_2.6mm,43.0
11494,12,2023,1,132,TATA Structura,Square_Pipe,100*100*4.0_YST210,15709.300000000001
11495,12,2023,1,45,TATA Structura,Square_Pipe,72*72*4.0_YST210,17026.5
11496,12,2023,3,291,Mahavir Steel,Flat,65*25,765.6
11497,12,2023,11,443,AM/NS (Essar),Plate,12mm*1250*2500,6900.0
11498,12,2023,11,432,AM/NS (Essar),Plate,4mm*1250*2500,13500.0
11499,12,2023,11,444,AM/NS (Essar),Plate,12mm*1250*6300,3725.0
11500,12,2023,11,507,AM/NS (Essar),SHEET ,2mm*1250*2500,10000.0
11501,12,2023,15,170,Rolling,Angle,30*30*3mm,76.30000000000001
11502,12,2023,15,253,Rolling,Flat,25*3,3348.0
11503,12,2023,15,267,Rolling,Flat,40*5,553.2
11504,12,2023,15,254,Rolling,Flat,25*5,462.0
11505,12,2023,14,326,As Per IS2062,Flat,200*12,564.0
11506,12,2023,14,321,As Per IS2062,Flat,150*12,930.6
11507,12,2023,5,225,G.D.MALHOTRA,Channel,75*40 -1.9,5577.0
11508,12,2023,7,194,VIZAG / SAIL,Angle,65*65*6mm,6809.599999999999
11509,12,2023,7,188,VIZAG / SAIL,Angle,50*50*6mm,18620.6
11510,12,2023,14,287,As Per IS2062,Flat,65*8,1656.4
11511,12,2023,11,574,AM/NS (Essar),Plate,16MM*2500*12000,5827.0
11512,12,2023,1,597,TATA Structura,Square_Pipe,145*82*2.9_YST210,1680.0
11513,12,2023,1,135,TATA Structura,Square_Pipe,96*48*2.0_YST210,2307.0
11514,12,2023,1,358,TATA Structura,Square_Pipe,72*72*2.0_YST210,6829.1
11515,12,2023,1,21,TATA Structura,Square_Pipe,25*25*2.0_YST210,2594.6
11516,12,2023,1,345,TATA Structura,Square_Pipe,50*50*2.0_YST210,30388.0
11517,12,2023,1,27,TATA Structura,Square_Pipe,40*40*2.0_YST210,7420.8
11518,12,2023,1,598,TATA Structura,Square_Pipe,145*82*4.0_YST210,6027.400000000001
11519,12,2023,1,137,TATA Structura,Square_Pipe,96*48*2.9_YST210,12039.599999999999
11520,12,2023,1,873,TATA Structura,Square_Pipe,25*25*2.9_YST210,972.0
11521,12,2023,1,1133,TATA Structura,Square_Pipe,32*32*2.9_YST210,401.8
11522,12,2023,11,523,AM/NS (Essar),Cheq.Plate,6mm*1250*5000 (Chq.),14060.0
11523,12,2023,1,343,TATA Structura,Square_Pipe,50*50*1.6_YST210,20547.4
11524,12,2023,1,363,TATA Structura,Square_Pipe,80*40*1.6_YST210,7112.2
11525,12,2023,1,156,TATA Structura,Square_Pipe,40*40*1.6_YST210,6447.6
11526,12,2023,1,20,TATA Structura,Square_Pipe,25*25*1.6_YST210,2049.7599999999998
11527,12,2023,5,179,G.D.MALHOTRA,Angle,40*40*5mm,1152.0
11528,12,2023,11,578,AM/NS (Essar),Plate,40mm CTL,1550.0
11529,12,2023,1,147,TATA Structura,Square_Pipe,20*20*2.0_YST210,2362.5
11530,12,2023,11,504,AM/NS (Essar),SHEET ,1.6mm*1250*2500,8840.0
11531,12,2023,11,516,AM/NS (Essar),SHEET ,3mm*1250*2500,24600.0
11532,12,2023,11,467,AM/NS (Essar),Plate,8mm*1250*2500,10800.0
11533,12,2023,7,673,VIZAG / SAIL,Angle,75*75*5mm,102.6
11534,12,2023,11,517,AM/NS (Essar),SHEET ,3mm*1250*3060,90.0
11535,12,2023,11,468,AM/NS (Essar),Plate,8mm*1250*6300,10500.0
11536,12,2023,11,659,AM/NS (Essar),Cheq.Plate,6mm*1500*6300 (Chq.),900.0
11537,12,2023,16,527,Polish Bar,Polish Bar,R 20mm,403.8
11538,12,2023,11,495,AM/NS (Essar),SHEET ,3mm*1250*3660,220.0
11539,12,2023,7,232,VIZAG / SAIL,Channel,150*75 STD,43231.16097560975
11540,12,2023,3,302,Mahavir Steel,Flat,100*8,567.0
11541,12,2023,8,241,Rajuri TMT,TMT,10 MM,13820.2
11542,12,2023,3,341,Mahavir Steel,Flat,300*10,282.6
11543,12,2023,11,520,AM/NS (Essar),Cheq.Plate,3mm*1250*5000 (Chq.),14810.0
11544,12,2023,7,229,VIZAG / SAIL,Channel,100*50 MED,522.0
11545,12,2023,17,558,TATA Pipes,Round_Pipes (Mtr),125_C CLASS_5.4mm,1074.0
11546,12,2023,1,891,TATA Structura,Square_Pipe,72*72*1.6_YST210,1427.3999999999999
11547,12,2023,1,164,TATA Structura,Square_Pipe,80*40*2.0_YST210,15255.300000000001
11548,12,2023,1,134,TATA Structura,Square_Pipe,96*48*1.6_YST210,433.2
11549,12,2023,1,359,TATA Structura,Square_Pipe,72*72*2.6_YST210,2990.2
11550,12,2023,1,54,TATA Structura,Square_Pipe,60*40*2.6_YST210,1723.3000000000002
11551,12,2023,1,1131,TATA Structura,Square_Pipe,25*25*2.2_YST210,4046.8
